extension,size_kb,has_password,has_bank,has_email,has_phone,has_nic,has_card,has_secret,has_confidential,has_api_key,has_token,has_passport,has_internal,has_project,has_student,has_report,has_invoice,has_salary,has_medical,risk
csv,5518,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,Medium
other,6239,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,High
jpg,1526,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
docx,6125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,High
json,876,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,High
txt,10568,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,High
jpg,967,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Low
txt,931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,43,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,High
docx,8499,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,High
docx,6832,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
pdf,2955,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Medium
csv,8059,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,High
png,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
pdf,914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,2646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
log,9917,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,High
pdf,11927,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,High
jpg,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
txt,901,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
txt,9574,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,High
other,3088,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High
txt,7520,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,High
other,5665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
png,1740,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
docx,541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
csv,4915,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,High
other,4035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
other,545,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
docx,842,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Medium
txt,4721,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
docx,8859,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,High
docx,5137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
jpg,2357,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,Medium
log,1004,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,High
jpg,2707,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,Medium
jpg,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Medium
log,3667,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,High
txt,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,4262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
png,9537,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,High
json,4531,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,High
png,4589,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,High
txt,2859,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,High
pdf,5048,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Medium
csv,4264,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,High
png,1796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
jpg,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,6107,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Medium
other,1803,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
other,5866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
jpg,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,4394,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,High
docx,6425,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
other,2363,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
jpg,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,10052,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,High
other,1225,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
png,1660,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
txt,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,2815,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,High
docx,3952,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Medium
docx,2650,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Medium
jpg,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,3328,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,High
jpg,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,11208,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High
pdf,6110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
jpg,3009,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,High
docx,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,1463,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
jpg,4841,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,High
csv,2027,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,High
txt,1030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,2879,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
csv,5893,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
jpg,4520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
docx,4833,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
xlsx,74,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,High
docx,1622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low
png,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
csv,1131,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,Medium
other,3120,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
pdf,10513,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High
jpg,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1960,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Medium
csv,671,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,High
pdf,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
docx,5495,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
png,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,676,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
xlsx,5157,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
json,11299,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,High
docx,7047,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,High
other,10132,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,High
docx,4092,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Medium
jpg,4166,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
txt,9344,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,High
jpg,1089,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
json,6844,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,High
other,5285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
pdf,1537,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Medium
txt,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
png,5587,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Medium
pdf,9612,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,High
png,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Medium
jpg,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,3387,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,Medium
csv,6987,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
png,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
docx,698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
csv,8196,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,High
jpg,4272,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,High
txt,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,383,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,High
jpg,3509,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,High
txt,714,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,High
csv,1715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,High
jpg,6071,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
docx,490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,3899,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,High
pdf,1384,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Medium
png,4865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
jpg,2960,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,High
pdf,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
json,7592,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,High
png,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,6575,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,High
xlsx,1044,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low
csv,1963,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,High
docx,3396,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
jpg,788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
pdf,4723,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Medium
pdf,5923,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,High
other,1365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
txt,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
png,3295,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,High
other,3865,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Medium
txt,5634,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,Medium
txt,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
jpg,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Low
other,5070,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,High
xlsx,158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
other,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,5836,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,High
json,9648,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,High
json,5509,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,High
log,505,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High
pdf,2527,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,Medium
txt,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,10272,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,High
png,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,11893,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,High
jpg,1751,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,High
other,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,3129,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Medium
csv,10251,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,High
png,4311,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
csv,5675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
pdf,5480,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Medium
jpg,5085,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,Medium
docx,5853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,High
xlsx,5697,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
pdf,4483,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,High
png,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,3429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
png,451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,6155,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,High
png,921,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Medium
docx,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5752,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
csv,4955,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High
docx,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
png,4283,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Medium
pdf,11999,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,High
docx,5652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
png,6005,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,High
csv,4057,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Medium
docx,6563,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,High
png,10344,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,High
txt,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5844,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
csv,5342,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
txt,6385,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,High
jpg,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,7708,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,High
docx,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Medium
png,3927,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,High
xlsx,3217,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,High
xlsx,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Low
json,10342,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High
pdf,1146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
docx,3363,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Medium
jpg,5223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
pdf,5807,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,High
pdf,2540,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,High
txt,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,9168,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,High
csv,9926,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High
other,10829,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,High
docx,5780,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium
txt,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,3453,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,High
json,1751,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High
jpg,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1004,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
pdf,5670,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
txt,10035,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,High
csv,4441,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,High
xlsx,7566,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,High
png,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
log,4154,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,High
other,4005,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,High
pdf,797,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
other,5113,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,High
xlsx,4141,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,Medium
xlsx,5138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
pdf,1409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,6975,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,High
pdf,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
xlsx,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
jpg,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,7072,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,High
png,1636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
png,1945,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Medium
xlsx,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5274,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Medium
docx,3838,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,Medium
txt,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
pdf,1100,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,High
docx,1830,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Medium
jpg,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Low
png,4606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
txt,416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
other,1142,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
csv,11628,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,High
xlsx,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
docx,591,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
other,11666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,High
docx,4871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Medium
other,5369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
jpg,1364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,967,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Medium
json,8933,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,High
docx,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,834,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,High
xlsx,7000,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,High
txt,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1625,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,High
jpg,3656,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,High
json,9583,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,High
docx,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,292,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
docx,1156,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,High
json,7156,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,High
xlsx,5428,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,High
jpg,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
other,4068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Medium
csv,7453,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,High
pdf,3655,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
csv,422,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,High
csv,517,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,High
other,3530,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,Medium
csv,4577,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
json,9660,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,High
log,2614,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,High
png,179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,11256,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,High
txt,1753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
